Comune,Provincia,Regione,Nome,Tipo,Anno inserimento,Identificatore in OpenStreetMap,Longitudine,Latitudine
Taipana,UDINE,Friuli-Venezia Giulia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2012,1860540927,13.3818565,46.2420033
Taormina,MESSINA,Sicilia,Porta 9 Aprile,Monumento,2016,525519192,15.2854793,37.8516278999999
Taormina,MESSINA,Sicilia,Porta Catania,Monumento,2013,525519189,15.2817445,37.8511101
Taormina,MESSINA,Sicilia,Porta dei Saraceni,Monumento,2013,2391471231,15.2818295,37.8519713
Taormina,MESSINA,Sicilia,Porta Messina,Monumento,2012,528900152,15.2889648,37.8544383999999
Taormina,MESSINA,Sicilia,Statua San Pio,Monumento,2015,3403596382,15.3034582,37.8754087
Taormina,MESSINA,Sicilia,Vittime dei bombardamenti 1943,"Monumento commemorativo, sacrario",2016,2401982885,15.2810649,37.8511284
Taormina,MESSINA,Sicilia,Zar Nicola II,"Monumento commemorativo, sacrario",2016,3662853271,15.2908934,37.8509151
Tarquinia,VITERBO,Lazio,Torre Turusch,Monumento,2015,3830843264,11.7609493,42.2550006
Tarquinia,VITERBO,Lazio,Monumento ai Caduti del Mare,"Monumento commemorativo, sacrario",2015,3837993978,11.7042217999999,42.2234790999999
Tarvisio,UDINE,Friuli-Venezia Giulia,Carl Graf Arco,"Monumento commemorativo, sacrario",2012,1796251695,13.6024119999999,46.506607
Tarvisio,UDINE,Friuli-Venezia Giulia,Monumento al Granatiere Austriaco,"Monumento commemorativo, sacrario",2013,1796251718,13.6047651999999,46.5082359
Tarvisio,UDINE,Friuli-Venezia Giulia,Monumento al minatore,"Monumento commemorativo, sacrario",2013,2258493898,13.5704344999999,46.4423056999999
Tarvisio,UDINE,Friuli-Venezia Giulia,Vittime della polveriera di Prat da l’Ors,"Monumento commemorativo, sacrario",2014,3233956883,13.5090242,46.3998737
Tarzo,TREVISO,Veneto,Monumento ai Caduti,"Monumento commemorativo, sacrario",2012,847168500,12.2307845,45.974201
Tarzo,TREVISO,Veneto,Monumento all'Emigrante,"Monumento commemorativo, sacrario",2012,886075688,12.229804,45.9800309
Tavarnelle Val di Pesa,FIRENZE,Toscana,Cippo in memeoria della Strage di Pratale,"Monumento commemorativo, sacrario",2013,2142458244,11.2275735,43.582948
Tavarnelle Val di Pesa,FIRENZE,Toscana,Monumento ai Caduti Italiani e Neozelandesi,"Monumento commemorativo, sacrario",2013,2402209554,11.1728112,43.561323
Tavarnelle Val di Pesa,FIRENZE,Toscana,Monumento ai Caduti nei Lager,"Monumento commemorativo, sacrario",2013,2402209555,11.1750375,43.5639392
Tavernole sul Mella,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2015,3892586143,10.2178203,45.7622763
Tavernole sul Mella,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2015,3495914393,10.2303005,45.7433501
Tavernole sul Mella,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2015,2378485789,10.2402102999999,45.7471648
Tavernole sul Mella,BRESCIA,Lombardia,Giovanni Nenna,"Monumento commemorativo, sacrario",2015,3761298944,10.2016152,45.760069
Tavullia,PESARO E URBINO,Marche,Monumento ai Caduti,Monumento,2012,1898043996,12.758708,43.8982613
Teggiano,SALERNO,Campania,Obelisco di S. Cono,"Monumento commemorativo, sacrario",2014,1863358329,15.5395283,40.3799846
Teglio,SONDRIO,Lombardia,Monumento degli Alpini,"Monumento commemorativo, sacrario",2014,3233350962,10.0625638,46.1703333
Teglio,SONDRIO,Lombardia,Monumento degli Alpini,"Monumento commemorativo, sacrario",2015,3745236563,10.0539784999999,46.22021
Tempio Pausania,OLBIA-TEMPIO,Sardegna,Monumento ai Caduti di Curraggia,"Monumento commemorativo, sacrario",2015,3718240869,9.0889247,40.901539
Terenzo,PARMA,Emilia-Romagna,Pellegrino della Via Francigena,Monumento,2012,703116494,10.0342037,44.5853735999999
Terlizzi,BARI,Puglia,Portale di Anseramo da Trani,Monumento,2014,2733523102,16.5397927,41.1292218999999
Terlizzi,BARI,Puglia,Casa Natale Don Pietro Pappagallo,"Monumento commemorativo, sacrario",2011,353714872,16.5477929999999,41.130529
Terlizzi,BARI,Puglia,Don Pietro Pappagallo,"Monumento commemorativo, sacrario",2013,2584658432,16.5472196999999,41.1304810999999
Terlizzi,BARI,Puglia,Madonna del Rosario,"Monumento commemorativo, sacrario",2010,624831772,16.5420284,41.1297308999999
Terlizzi,BARI,Puglia,Memoriale Frantoio,"Monumento commemorativo, sacrario",2013,372472807,16.5423569999999,41.1316921
Terlizzi,BARI,Puglia,Monumento ai caduti di guerra,"Monumento commemorativo, sacrario",2008,269703928,16.5429055,41.1299788999999
Termini Imerese,PALERMO,Sicilia,Giuseppe La Masa,Monumento,2012,1879329486,13.696561,37.9873941999999
Termini Imerese,PALERMO,Sicilia,resti dell'anfiteatro romano,Monumento,2012,1879336459,13.6935676999999,37.9872209999999
Termini Imerese,PALERMO,Sicilia,resti dell'anfiteatro romano,Monumento,2014,1879336406,13.6937143,37.9880888
Termini Imerese,PALERMO,Sicilia,resti della basilica romana,Monumento,2012,1879336351,13.6935156,37.9884709999999
Termini Imerese,PALERMO,Sicilia,ruderi del castello,Monumento,2012,1879430765,13.697867,37.9886139999999
Termini Imerese,PALERMO,Sicilia,Umberto I,"Monumento commemorativo, sacrario",2012,1879432705,13.6947370999999,37.9859800999999
Termoli,CAMPOBASSO,Molise,Madonnina,Monumento,2011,1157258669,14.995141,41.9989449999999
Termoli,CAMPOBASSO,Molise,Statua di San Pio da Petrelcina,Monumento,2015,3889587947,14.9927349,41.9892158999999
Terni,TERNI,Umbria,Germinal Cimarelli,Monumento,2010,663049388,12.6004422999999,42.630515
Terracina,LATINA,Lazio,Madonna del Lazio - Monte Leano,Monumento,2012,1611870591,13.2062567,41.3140876
Terracina,LATINA,Lazio,Ai Marinai caduti,"Monumento commemorativo, sacrario",2013,1575199133,13.2568073,41.2868538
Terracina,LATINA,Lazio,Monumento ai Caduti,"Monumento commemorativo, sacrario",2011,1274041314,13.2528401,41.2883083999999
Terralba,ORISTANO,Sardegna,Monumento ai caduti in guerra,"Monumento commemorativo, sacrario",2013,2517275869,8.6371059,39.722631
Terrazzo,VERONA,Veneto,Monumento ai Caduti,Monumento,2016,3976014459,11.3986015,45.173591
Terricciola,PISA,Toscana,Monumento ai Caduti Terricciola,"Monumento commemorativo, sacrario",2015,3530513526,10.6795507,43.5247444999999
Teti,NUORO,Sardegna,riproduzione del bronzetto di Teti,Monumento,2015,3377631800,9.1218583,40.0963064999999
Ticengo,CREMONA,Lombardia,Monumento ai Caduti,Monumento,2015,3426704674,9.82656579999999,45.3689415999999
Tirano,SONDRIO,Lombardia,Cimitero municipale di Tirano,"Monumento commemorativo, sacrario",2011,1457574377,10.16563,46.2189529999999
Tito,POTENZA,Basilicata,Arco Durazzesco,Monumento,2013,2498291155,15.6765395,40.5825895999999
Tito,POTENZA,Basilicata,Monumento ai Caduti,Monumento,2013,2498291156,15.6762578,40.5824847
Tivoli,ROMA,Lazio,Arco di Pomodoro,Monumento,2015,3476268727,12.7965934,41.9613954
Tizzano Val Parma,PARMA,Emilia-Romagna,Cippo Bocchialini,"Monumento commemorativo, sacrario",2011,1567327966,10.1495061999999,44.4677504
Tocco da Casauria,PESCARA,Abruzzo,Monumento ai Caduti,Monumento,2013,2466627590,13.9129108,42.2128116
Tolfa,ROMA,Lazio,Monumento ai caduti per la patria,Monumento,2012,1935730701,11.9387907,42.1501378
Tolve,POTENZA,Basilicata,Ex Sito Jupiter TOLVE (IRSINA),Monumento,2013,2234719241,16.1411890999999,40.7041813
Tolve,POTENZA,Basilicata,Piazza Mario Pagano,Monumento,2014,2707008421,16.0187482,40.6949755999999
Tombolo,PADOVA,Veneto,Monumento ai Caduti,Monumento,2013,2493133736,11.8252883,45.6468168
Ton,TRENTO,Trentino-Alto Adige,Masi ai suoi caduti,"Monumento commemorativo, sacrario",2011,852064717,11.0678184,46.2456626
Tonadico,TRENTO,Trentino-Alto Adige,Cristo Pensante,Monumento,2015,2073143301,11.794503,46.307279
Tonadico,TRENTO,Trentino-Alto Adige,US Navy Neptune 1957 Air Crash,"Monumento commemorativo, sacrario",2011,1432766653,11.878037,46.2435286999999
Torgiano,PERUGIA,Umbria,Villa La Montagnola (private house),Monumento,2011,1526189093,12.4471592,43.0179437999999
Torino,TORINO,Piemonte,A Primo Nebiolo,Monumento,2014,3256365933,7.633065,45.0588425999999
Torino,TORINO,Piemonte,Ai caduti di Barca e Bertolla,Monumento,2015,246064914,7.7222284,45.0991628
Torino,TORINO,Piemonte,Ai caduti di Cefalonia e Corfé,Monumento,2015,3338665523,7.6565864,45.0605309999999
Torino,TORINO,Piemonte,Ai Caduti di Nassiriya,Monumento,2014,3255011154,7.6517545,45.0461095
Torino,TORINO,Piemonte,Ai caduti di tutte le guerre,Monumento,2014,3256370670,7.7053687,45.1171671999999
Torino,TORINO,Piemonte,Ai caduti di tutte le guerre,Monumento,2015,3338655711,7.6353318,45.0568443
Torino,TORINO,Piemonte,Ai Caduti e Dispersi sul fronte russo,Monumento,2014,3256355361,7.6493156,45.0783947999999
Torino,TORINO,Piemonte,Ai caduti per servizio istituzionale,Monumento,2015,3338016949,7.6609402,45.0709104
Torino,TORINO,Piemonte,Ai Caduti sul Lavoro,Monumento,2015,3338692899,7.6263054,45.0683152
Torino,TORINO,Piemonte,Al 3é Alpini,Monumento,2015,3338691291,7.6846914,45.0505069
Torino,TORINO,Piemonte,Alessandro Borella,Monumento,2015,3337527086,7.6825252,45.073681
Torino,TORINO,Piemonte,Alessandro Lamarmora,Monumento,2015,3337495986,7.6766268,45.0709019
Torino,TORINO,Piemonte,All'Esercito Polacco,Monumento,2015,3340142779,7.6755598,45.0369614
Torino,TORINO,Piemonte,Alla Pace,Monumento,2015,3256333107,7.6468073,45.0172432
Torino,TORINO,Piemonte,Angelo Brofferio,Monumento,2015,3294368753,7.6756849,45.0734879
Torino,TORINO,Piemonte,Artigliere d'Italia,Monumento,2015,2929641920,7.655898,45.0703145
Torino,TORINO,Piemonte,Camillo Benso Conte di Cavour,Monumento,2015,2019600621,7.6889174,45.0662787999999
Torino,TORINO,Piemonte,Carlo Alberto,Monumento,2015,1123787857,7.6863378,45.068677
Torino,TORINO,Piemonte,Carlo Felice Nicolis di Robilant,Monumento,2014,2019600624,7.6892748,45.0631951
Torino,TORINO,Piemonte,Carlo Monté,Monumento,2015,3338006893,7.6899599,45.0582123
Torino,TORINO,Piemonte,Casimiro Teja,Monumento,2015,3337569635,7.6826127,45.0735251999999
Torino,TORINO,Piemonte,Centenario dei bersaglieri,Monumento,2015,3337829826,7.6771531,45.0712497999999
Torino,TORINO,Piemonte,Cesare Battisti,Monumento,2015,3337991655,7.6845402,45.0507222999999
Torino,TORINO,Piemonte,Colonna del Centenario,Monumento,2014,3256424890,7.6716746,45.0286644999999
Torino,TORINO,Piemonte,Croce ai Caduti di Madonna di Campagna,Monumento,2014,3256368024,7.6670893,45.1016819999999
Torino,TORINO,Piemonte,Edmondo De Amicis,Monumento,2015,3337638497,7.6796126,45.063993
Torino,TORINO,Piemonte,Ernesto Balbo Bertone Conte di Sambuy,Monumento,2015,3337640370,7.6793839,45.0633415
Torino,TORINO,Piemonte,Ettore De Sonnaz,Monumento,2015,3337548317,7.6748678,45.0730555
Torino,TORINO,Piemonte,Fausto Coppi,Monumento,2015,955973504,7.7202656,45.0694084
Torino,TORINO,Piemonte,Felice Govean,Monumento,2015,3337589311,7.6765718,45.0492236999999
Torino,TORINO,Piemonte,Gigi Meroni,Monumento,2014,3255051192,7.6700145,45.0591179999999
Torino,TORINO,Piemonte,Giovanni Battista Bottero,Monumento,2015,3337478530,7.6828981,45.073573
Torino,TORINO,Piemonte,Giovanni Battista Cassinis,Monumento,2015,3337528369,7.6751691,45.0723813
Torino,TORINO,Piemonte,Giuseppe Benedetto Cottolengo,Monumento,2015,3340106601,7.6804543,45.0793016
Torino,TORINO,Piemonte,Giuseppe Cafasso,Monumento,2015,3337890305,7.6757833,45.0788189
Torino,TORINO,Piemonte,Giuseppe Consul,Monumento,2014,3256361339,7.649914,45.0363953
Torino,TORINO,Piemonte,Giuseppe Garibaldi,Monumento,2015,248152558,7.6928234,45.0606270999999
Torino,TORINO,Piemonte,Giuseppe La Farina,Monumento,2015,3337547659,7.6763113,45.0677791
Torino,TORINO,Piemonte,Giuseppe Luigi Lagrange,Monumento,2015,2018127899,7.6806196,45.0635000999999
Torino,TORINO,Piemonte,Giuseppe Mazzini,Monumento,2015,310196626,7.6841596,45.0638350999999
Torino,TORINO,Piemonte,Guglia Beccaria,Monumento,2014,553080062,7.6695819,45.0766490999999
Torino,TORINO,Piemonte,Guglielmo Marconi,Monumento,2015,2019600605,7.6850465,45.0548319999999
Torino,TORINO,Piemonte,Gustavo Modena,Monumento,2015,3337563427,7.6877,45.0632693
Torino,TORINO,Piemonte,Il Bersagliere,Monumento,2015,3043375123,7.6738072,45.0692961
Torino,TORINO,Piemonte,Kossuth Lajos,Monumento,2015,2018090710,7.686695,45.062944
Torino,TORINO,Piemonte,Lapide a Pinin Pacot,Monumento,2012,2019600618,7.6889608,45.0633085999999
Torino,TORINO,Piemonte,Lapide commemorativa del Grande Torino,Monumento,2013,2195514264,7.7690319,45.0810844
Torino,TORINO,Piemonte,Mahatma Gandhi,Monumento,2014,3256378295,7.6893687,45.06273
Torino,TORINO,Piemonte,Massimo D'Azeglio,Monumento,2015,3337539480,7.688039,45.0590645999999
Torino,TORINO,Piemonte,Moti del 1821,Monumento,2015,1622042851,7.6770812,45.0570931999999
Torino,TORINO,Piemonte,Nicola Grosa,Monumento,2015,3338021557,7.6615407,45.0707445
Torino,TORINO,Piemonte,Nino Costa,Monumento,2015,3337888460,7.6911025,45.0581907999999
Torino,TORINO,Piemonte,Obelisco alle Leggi Siccardi,Monumento,2015,248511621,7.6773752,45.0749708999999
Torino,TORINO,Piemonte,Paolo Catone,Monumento,2014,3256362554,7.6493648,45.035983
Torino,TORINO,Piemonte,Paolo Thaon di Revel,Monumento,2014,3256376861,7.686836,45.0563442999999
Torino,TORINO,Piemonte,Pietro Micca,Monumento,2015,1436946147,7.674281,45.0711279
Torino,TORINO,Piemonte,Pietro Paleocapa,Monumento,2015,2018127909,7.6788503,45.0641374
Torino,TORINO,Piemonte,Quintino Sella,Monumento,2015,597714892,7.6847499,45.0542086999999
Torino,TORINO,Piemonte,Ricordo ai caduti,Monumento,2014,2635518573,7.6879476,45.0296049
Torino,TORINO,Piemonte,Salvatore Fes di Villamarina,Monumento,2015,2019600616,7.6873296,45.0627341
Torino,TORINO,Piemonte,Teofilo Rossi di Montelera,Monumento,2015,3337835009,7.6908071,45.0717679999999
Torino,TORINO,Piemonte,Torre di controllo dell'Aeroporto di Mirafiori,Monumento,2015,3428374248,7.6383613,45.0157748
Torino,TORINO,Piemonte,Totem della Pace,Monumento,2015,3340169569,7.6509128,45.0871895
Torino,TORINO,Piemonte,Vincenzo Vela,Monumento,2015,1719215672,7.6616522,45.0660050999999
Torino,TORINO,Piemonte,Vittorio Emanuele I,Monumento,2015,3337553930,7.6986978,45.0626498999999
Torino,TORINO,Piemonte,Casa di Emilio Salgari,"Monumento commemorativo, sacrario",2016,1380911864,7.7253237,45.0701828999999
Torino,TORINO,Piemonte,Cesare Pavese,"Monumento commemorativo, sacrario",2015,3406697996,7.6686129,45.0594924999999
Torino,TORINO,Piemonte,Federico Sclopis,"Monumento commemorativo, sacrario",2015,3295107493,7.6810501,45.0728203999999
Torino,TORINO,Piemonte,"Giuseppe Alemanno, 1944","Monumento commemorativo, sacrario",2014,3250622061,7.6774631,45.0630223
Torino di Sangro,CHIETI,Abruzzo,Ai Caduti del Mare,"Monumento commemorativo, sacrario",2013,2430923373,14.5493808,42.2306977
Tornaco,NOVARA,Piemonte,Monumento ai Caduti,"Monumento commemorativo, sacrario",2015,3715349987,8.7180722,45.3564408
Tornimparte,L'AQUILA,Abruzzo,Monumento ai Caduti,Monumento,2015,3881245510,13.3009602,42.2886229
Torre Pellice,TORINO,Piemonte,Enrico Arnaud,Monumento,2012,2039753151,7.2200852,44.8206276
Torre Pellice,TORINO,Piemonte,Monumento ai Caduti,Monumento,2012,2039753152,7.2217013,44.8215895
Torrevecchia Teatina,CHIETI,Abruzzo,Monumento ai Caduti,Monumento,2011,1176744801,14.2095926,42.3821908999999
Torriglia,GENOVA,Liguria,memoria ai partigiani caduti,"Monumento commemorativo, sacrario",2012,228960370,9.1416368,44.5279123999999
Torriglia,GENOVA,Liguria,Monte Schietto,"Monumento commemorativo, sacrario",2013,1829091501,9.1825585,44.5241353999999
Toscolano-Maderno,BRESCIA,Lombardia,Marco Campanardi,"Monumento commemorativo, sacrario",2015,3700107066,10.6224643,45.6687305
Tradate,VARESE,Lombardia,Monumento in ricordo della prima guerra mondiale,Monumento,2015,3695592654,8.9213247,45.7039607999999
Tradate,VARESE,Lombardia,Cappella delle Tre Marie,"Monumento commemorativo, sacrario",2015,3700730257,8.919206,45.702297
Tradate,VARESE,Lombardia,Croce in ricordo della peste,"Monumento commemorativo, sacrario",2015,3694037561,8.9214979,45.7043315
Tradate,VARESE,Lombardia,Croce in ricordo della peste,"Monumento commemorativo, sacrario",2015,3694037562,8.9238065,45.7074715999999
Trambileno,TRENTO,Trentino-Alto Adige,Arco Romano,Monumento,2015,520499474,11.1854947,45.7926982999999
Trambileno,TRENTO,Trentino-Alto Adige,Tomba Generale Vittorio Emanuele Rossi,Monumento,2009,520499052,11.1843745,45.7937796
Trambileno,TRENTO,Trentino-Alto Adige,Ex cimitero militare a.u.,"Monumento commemorativo, sacrario",2014,2858144515,11.0838414,45.858983
Trambileno,TRENTO,Trentino-Alto Adige,Monumento ai Caduti,"Monumento commemorativo, sacrario",2011,520498906,11.1796229999999,45.7992343
Trambileno,TRENTO,Trentino-Alto Adige,Targa commemorativa Paolo Giordani,"Monumento commemorativo, sacrario",2012,1862189121,11.1369601,45.8185221
Traona,SONDRIO,Lombardia,Statua della Madonna,Monumento,2015,3838508017,9.5231441,46.1708848999999
Trapani,TRAPANI,Sicilia,monumento a Garibaldi,"Monumento commemorativo, sacrario",2014,1213843854,12.5078995,38.0143838999999
Trapani,TRAPANI,Sicilia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2012,1659211649,12.5147446,38.0186259
Trapani,TRAPANI,Sicilia,Sant'Alberto,"Monumento commemorativo, sacrario",2011,1424157288,12.5329323,38.0204858999999
Trapani,TRAPANI,Sicilia,Vittorio Emanuele,"Monumento commemorativo, sacrario",2015,1211824569,12.5169824,38.018991
Trarego Viggiona,VERBANIA,Piemonte,Memoria La Volante Cucciolo,"Monumento commemorativo, sacrario",2012,1971292498,8.65356049999999,46.0309729
Trasacco,L'AQUILA,Abruzzo,Torre Febonio,Monumento,2015,3406250571,13.5396828,41.9587425
Trasaghis,UDINE,Friuli-Venezia Giulia,Monumento a Bottecchia,"Monumento commemorativo, sacrario",2012,1582782569,13.0368741,46.2506028
Travagliato,BRESCIA,Lombardia,Monumento ai Bersaglieri,"Monumento commemorativo, sacrario",2012,1156598030,10.0781338999999,45.5233127999999
Travagliato,BRESCIA,Lombardia,Monumento dei Bersaglieri,"Monumento commemorativo, sacrario",2011,1218824005,10.0827382,45.5269349
Trecastagni,CATANIA,Sicilia,Abate Francesco Ferrara,"Monumento commemorativo, sacrario",2010,913646009,15.0806267999999,37.6143429999999
Trecastagni,CATANIA,Sicilia,San Giovanni Bosco,"Monumento commemorativo, sacrario",2010,913643533,15.0815265,37.6151989999999
Trecastagni,CATANIA,Sicilia,Sebastiano Consoli,"Monumento commemorativo, sacrario",2010,933314591,15.0791529,37.6162248999999
Tremosine,BRESCIA,Lombardia,Mario Guido Zanetti,"Monumento commemorativo, sacrario",2009,393013348,10.7775313,45.7931765
Trento,TRENTO,Trentino-Alto Adige,Antonio Gazzoletti,Monumento,2010,930522432,11.1203506999999,46.0722489999999
Trento,TRENTO,Trentino-Alto Adige,Antonio Rosmini,Monumento,2010,960695300,11.1251935,46.0609814
Trento,TRENTO,Trentino-Alto Adige,Enrico Conci,Monumento,2010,948758492,11.1208411,46.0723388999999
Trento,TRENTO,Trentino-Alto Adige,Eusebio Chini,Monumento,2010,950503807,11.1206536,46.0709634999999
Trento,TRENTO,Trentino-Alto Adige,F-104,Monumento,2013,1156302943,11.1270479,46.0201459
Trento,TRENTO,Trentino-Alto Adige,Famiglia Trentina,Monumento,2010,950503737,11.120492,46.0703897
Trento,TRENTO,Trentino-Alto Adige,Giacomo Bresadola,Monumento,2010,930522302,11.1201431999999,46.0721581999999
Trento,TRENTO,Trentino-Alto Adige,Giosué Carducci,Monumento,2010,930522360,11.1201807,46.0720474
Trento,TRENTO,Trentino-Alto Adige,Giovanni Canestrini,Monumento,2010,936516624,11.1213277,46.0705336999999
Trento,TRENTO,Trentino-Alto Adige,Giovanni Prati,Monumento,2010,959911027,11.1211571,46.0717861999999
Trento,TRENTO,Trentino-Alto Adige,Giuseppe Verdi,Monumento,2011,930522481,11.1198397999999,46.0717374999999
Trento,TRENTO,Trentino-Alto Adige,Guglielmo Ranzi,Monumento,2010,950503722,11.120702,46.0712885
Trento,TRENTO,Trentino-Alto Adige,Luigi Negrelli,Monumento,2010,966971024,11.1209339,46.0719648
Trento,TRENTO,Trentino-Alto Adige,Martino Martini,Monumento,2011,1010809755,11.1239357,46.0630917
Trento,TRENTO,Trentino-Alto Adige,Monumento ad Alcide De Gasperi,Monumento,2010,248947102,11.1275834,46.0678354
Trento,TRENTO,Trentino-Alto Adige,Santa Chiara,Monumento,2011,1311009128,11.1327539,46.0577381
Trento,TRENTO,Trentino-Alto Adige,Statua di San Vigilio,Monumento,2010,867438823,11.1218315,46.0666528
